league,season,game,game_id,period,minute,second,expanded_minute,type,outcome_type,team_id,team,player_id,player,x,y,end_x,end_y,goal_mouth_y,goal_mouth_z,blocked_x,blocked_y,is_touch,is_shot,is_goal,card_type,related_event_id,related_player_id
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,69,5.0,70,Pass,Successful,170,Fulham,396976.0,Calvin Bassey,37.5,59.1,48.7,68.5,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,69,9.0,70,TakeOn,Unsuccessful,170,Fulham,140088.0,Adama Traoré,62.6,73.2,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,69,9.0,70,Tackle,Unsuccessful,32,Man Utd,437299.0,Leny Yoro,37.4,26.8,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,69,9.0,70,BallTouch,Successful,170,Fulham,140088.0,Adama Traoré,59.3,68.9,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,69,14.0,70,BallRecovery,Successful,32,Man Utd,386634.0,Amad Diallo,25.7,13.5,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,69,17.0,70,Pass,Successful,32,Man Utd,386634.0,Amad Diallo,25.7,13.1,27.3,28.6,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,69,22.0,70,Pass,Successful,32,Man Utd,408962.0,Manuel Ugarte,31.8,42.1,31.4,77.3,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,69,26.0,70,Pass,Successful,32,Man Utd,340105.0,Lisandro Martínez,34.4,81.5,29.6,53.4,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,69,34.0,70,Pass,Successful,32,Man Utd,99487.0,Harry Maguire,33.6,48.7,36.3,59.1,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,69,35.0,70,Pass,Successful,32,Man Utd,123761.0,Bruno Fernandes,36.3,59.3,54.0,38.9,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,69,36.0,70,Dispossessed,Successful,32,Man Utd,383956.0,Joshua Zirkzee,55.6,35.2,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,69,36.0,70,Tackle,Successful,170,Fulham,321020.0,Sander Berge,44.4,64.8,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,69,59.0,70,Pass,Successful,32,Man Utd,349932.0,Noussair Mazraoui,77.3,0.0,82.5,8.5,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,70,1.0,71,Pass,Successful,32,Man Utd,383956.0,Joshua Zirkzee,82.5,8.5,86.9,5.9,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,70,1.0,71,BallTouch,Unsuccessful,32,Man Utd,386634.0,Amad Diallo,86.9,5.6,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,70,19.0,71,Pass,Unsuccessful,170,Fulham,306581.0,Antonee Robinson,19.5,100.0,43.7,94.5,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,70,21.0,71,Aerial,Successful,32,Man Utd,437299.0,Leny Yoro,56.2,7.4,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,70,21.0,71,Aerial,Unsuccessful,170,Fulham,403649.0,Rodrigo Muniz,43.8,92.6,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,70,21.0,71,Pass,Successful,32,Man Utd,437299.0,Leny Yoro,56.4,10.9,58.5,22.5,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,70,23.0,71,Aerial,Successful,32,Man Utd,123761.0,Bruno Fernandes,57.4,19.8,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,70,23.0,71,Aerial,Unsuccessful,170,Fulham,297395.0,Sasa Lukic,42.6,80.2,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,70,23.0,71,Pass,Unsuccessful,32,Man Utd,123761.0,Bruno Fernandes,58.5,22.5,64.1,31.5,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,70,24.0,71,Pass,Successful,170,Fulham,321020.0,Sander Berge,39.7,72.0,77.6,9.2,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,70,34.0,71,Pass,Successful,170,Fulham,136824.0,Alex Iwobi,86.0,26.3,98.2,23.0,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,70,35.0,71,Pass,Unsuccessful,170,Fulham,141169.0,Timothy Castagne,98.2,22.9,97.7,52.5,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,70,37.0,71,Aerial,Successful,32,Man Utd,99487.0,Harry Maguire,2.3,46.2,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,70,37.0,71,Aerial,Unsuccessful,170,Fulham,403649.0,Rodrigo Muniz,97.7,53.8,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,70,37.0,71,Clearance,Successful,32,Man Utd,99487.0,Harry Maguire,2.4,45.1,0.0,32.2,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,70,38.0,71,CornerAwarded,Successful,170,Fulham,141169.0,Timothy Castagne,98.6,56.8,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,70,38.0,71,CornerAwarded,Unsuccessful,32,Man Utd,99487.0,Harry Maguire,1.4,43.2,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,71,15.0,72,Pass,Unsuccessful,170,Fulham,297395.0,Sasa Lukic,99.5,99.5,96.9,55.2,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,71,17.0,72,Clearance,Successful,32,Man Utd,383956.0,Joshua Zirkzee,3.8,47.0,7.8,76.6,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,71,20.0,72,BallRecovery,Successful,32,Man Utd,437022.0,Alejandro Garnacho,7.9,88.7,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,71,21.0,72,TakeOn,Unsuccessful,32,Man Utd,437022.0,Alejandro Garnacho,9.4,91.6,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,71,21.0,72,Tackle,Successful,170,Fulham,140088.0,Adama Traoré,90.6,8.4,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,71,44.0,72,Pass,Successful,32,Man Utd,353418.0,Diogo Dalot,15.4,100.0,22.8,95.0,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,71,46.0,72,Pass,Unsuccessful,32,Man Utd,408962.0,Manuel Ugarte,22.8,94.2,40.0,91.4,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,71,47.0,72,Pass,Unsuccessful,170,Fulham,231135.0,Joachim Andersen,59.3,9.2,68.8,23.8,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,71,48.0,72,Interception,Successful,32,Man Utd,408962.0,Manuel Ugarte,37.3,79.6,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,71,51.0,72,Pass,Successful,32,Man Utd,408962.0,Manuel Ugarte,43.8,66.0,44.5,52.8,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,71,53.0,72,Pass,Successful,32,Man Utd,123761.0,Bruno Fernandes,48.4,42.2,55.3,17.6,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,71,56.0,72,Pass,Successful,32,Man Utd,386634.0,Amad Diallo,55.4,18.8,55.7,26.7,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,71,57.0,72,Pass,Successful,32,Man Utd,123761.0,Bruno Fernandes,55.7,26.7,91.6,5.5,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,72,4.0,73,Pass,Successful,32,Man Utd,349932.0,Noussair Mazraoui,88.2,10.3,83.8,19.7,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,72,5.0,73,Pass,Unsuccessful,32,Man Utd,123761.0,Bruno Fernandes,80.3,25.5,84.4,36.4,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,72,6.0,73,Interception,Successful,170,Fulham,231135.0,Joachim Andersen,14.6,64.1,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,72,6.0,73,BallTouch,Successful,32,Man Utd,437022.0,Alejandro Garnacho,84.0,34.8,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,72,9.0,73,BallRecovery,Successful,170,Fulham,140088.0,Adama Traoré,28.5,82.1,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,72,13.0,73,Foul,Successful,170,Fulham,140088.0,Adama Traoré,45.5,70.6,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,72,13.0,73,Foul,Unsuccessful,32,Man Utd,408962.0,Manuel Ugarte,54.5,29.4,,,,,,,False,,,,698.0,408962.0
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,72,46.0,73,Card,Successful,32,Man Utd,408962.0,Manuel Ugarte,0.0,0.0,,,,,,,False,,,Yellow,697.0,408962.0
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,73,10.0,74,Pass,Successful,170,Fulham,396976.0,Calvin Bassey,45.3,75.0,39.6,49.3,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,73,11.0,74,Pass,Successful,170,Fulham,231135.0,Joachim Andersen,39.3,49.3,40.0,66.8,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,73,14.0,74,Pass,Successful,170,Fulham,396976.0,Calvin Bassey,40.0,66.6,56.3,81.2,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,73,15.0,74,Pass,Successful,170,Fulham,363686.0,Emile Smith Rowe,56.3,81.9,48.1,96.3,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,73,19.0,74,Pass,Successful,170,Fulham,306581.0,Antonee Robinson,40.2,90.5,32.0,90.5,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,73,21.0,74,Pass,Successful,170,Fulham,396976.0,Calvin Bassey,32.0,90.5,32.2,72.0,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,73,23.0,74,Pass,Successful,170,Fulham,306581.0,Antonee Robinson,32.2,71.4,30.6,89.6,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,73,25.0,74,Pass,Successful,170,Fulham,396976.0,Calvin Bassey,30.5,90.3,43.6,96.9,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,73,28.0,74,Dispossessed,Successful,170,Fulham,140088.0,Adama Traoré,40.8,96.0,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,73,29.0,74,Tackle,Unsuccessful,32,Man Utd,349932.0,Noussair Mazraoui,59.2,4.0,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,73,31.0,74,Foul,Successful,170,Fulham,396976.0,Calvin Bassey,22.6,94.5,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,73,31.0,74,Foul,Unsuccessful,32,Man Utd,386634.0,Amad Diallo,77.4,5.5,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,73,45.0,74,Pass,Successful,170,Fulham,306581.0,Antonee Robinson,24.9,92.5,19.9,86.7,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,73,47.0,74,Pass,Successful,170,Fulham,396976.0,Calvin Bassey,18.2,92.7,6.4,56.6,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,73,50.0,74,Pass,Successful,170,Fulham,92173.0,Bernd Leno,5.0,53.6,9.7,23.6,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,73,51.0,74,Pass,Successful,170,Fulham,231135.0,Joachim Andersen,10.9,20.9,39.8,41.2,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,73,53.0,74,Pass,Successful,170,Fulham,403649.0,Rodrigo Muniz,40.0,41.5,36.0,44.6,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,73,54.0,74,Pass,Successful,170,Fulham,363686.0,Emile Smith Rowe,36.4,44.6,40.3,37.3,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,73,56.0,74,Pass,Unsuccessful,170,Fulham,403649.0,Rodrigo Muniz,39.0,36.8,34.5,23.6,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,73,58.0,74,BallRecovery,Successful,32,Man Utd,437022.0,Alejandro Garnacho,63.3,80.5,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,74,1.0,75,Pass,Unsuccessful,32,Man Utd,437022.0,Alejandro Garnacho,65.5,94.1,62.7,92.0,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,74,1.0,75,BlockedPass,Successful,170,Fulham,297395.0,Sasa Lukic,34.6,10.7,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,74,2.0,75,TakeOn,Unsuccessful,32,Man Utd,437022.0,Alejandro Garnacho,64.3,88.6,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,74,2.0,75,Tackle,Unsuccessful,170,Fulham,141169.0,Timothy Castagne,35.7,11.4,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,74,3.0,75,BallTouch,Successful,32,Man Utd,437022.0,Alejandro Garnacho,64.0,88.9,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,74,4.0,75,BallRecovery,Successful,170,Fulham,141169.0,Timothy Castagne,41.9,29.6,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,74,4.0,75,Pass,Successful,170,Fulham,141169.0,Timothy Castagne,30.8,17.8,42.9,33.3,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,74,6.0,75,Pass,Successful,170,Fulham,363686.0,Emile Smith Rowe,41.9,29.6,39.7,11.6,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,74,11.0,75,Pass,Successful,170,Fulham,297395.0,Sasa Lukic,53.1,24.4,58.0,4.0,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,74,12.0,75,Pass,Successful,170,Fulham,136824.0,Alex Iwobi,58.3,4.0,35.7,19.3,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,74,16.0,75,Pass,Successful,170,Fulham,141169.0,Timothy Castagne,36.3,29.9,33.7,65.3,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,74,18.0,75,Pass,Successful,170,Fulham,396976.0,Calvin Bassey,33.7,65.3,41.9,65.6,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,74,21.0,75,Pass,Successful,170,Fulham,321020.0,Sander Berge,41.9,65.6,55.1,52.7,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,74,26.0,75,Pass,Successful,170,Fulham,363686.0,Emile Smith Rowe,73.2,53.0,84.1,66.0,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,74,27.0,75,MissedShots,Successful,170,Fulham,140088.0,Adama Traoré,85.7,63.3,,,46.2,58.3,,,True,True,,,627.0,363686.0
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,75,30.0,76,SubstitutionOff,Successful,32,Man Utd,408962.0,Manuel Ugarte,0.0,0.0,,,,,,,False,,,,709.0,491384.0
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,75,30.0,76,SubstitutionOn,Successful,32,Man Utd,491384.0,Toby Collyer,0.0,0.0,,,,,,,False,,,,708.0,408962.0
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,75,59.0,76,Pass,Unsuccessful,32,Man Utd,260843.0,André Onana,5.2,44.6,55.5,79.7,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,76,3.0,77,Aerial,Successful,170,Fulham,297395.0,Sasa Lukic,42.3,23.4,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,76,3.0,77,Aerial,Unsuccessful,32,Man Utd,383956.0,Joshua Zirkzee,57.7,76.6,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,76,3.0,77,Pass,Unsuccessful,170,Fulham,297395.0,Sasa Lukic,38.9,28.6,53.8,26.6,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,76,5.0,77,Pass,Successful,32,Man Utd,340105.0,Lisandro Martínez,47.7,82.7,58.8,79.6,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,76,5.0,77,Pass,Unsuccessful,32,Man Utd,383956.0,Joshua Zirkzee,58.9,79.3,57.0,72.6,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,76,7.0,77,Interception,Successful,170,Fulham,321020.0,Sander Berge,44.4,26.8,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,76,7.0,77,BallRecovery,Successful,170,Fulham,363686.0,Emile Smith Rowe,48.3,43.4,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,76,8.0,77,Pass,Successful,170,Fulham,363686.0,Emile Smith Rowe,48.3,43.4,62.0,96.6,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,76,14.0,77,Pass,Successful,170,Fulham,140088.0,Adama Traoré,62.4,95.7,50.9,95.1,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,76,16.0,77,Pass,Successful,170,Fulham,306581.0,Antonee Robinson,47.9,95.0,37.3,80.3,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,76,18.0,77,Pass,Successful,170,Fulham,396976.0,Calvin Bassey,29.5,71.0,8.3,54.3,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,76,21.0,77,Pass,Successful,170,Fulham,92173.0,Bernd Leno,8.5,54.3,20.7,94.5,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,76,25.0,77,Pass,Successful,170,Fulham,306581.0,Antonee Robinson,14.0,86.3,7.5,88.2,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,76,27.0,77,Pass,Successful,170,Fulham,396976.0,Calvin Bassey,7.0,88.4,8.9,96.9,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,76,31.0,77,Pass,Successful,170,Fulham,306581.0,Antonee Robinson,13.3,97.2,36.9,96.8,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,76,33.0,77,BallTouch,Unsuccessful,170,Fulham,140088.0,Adama Traoré,36.4,98.9,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,76,55.0,77,Pass,Successful,32,Man Utd,349932.0,Noussair Mazraoui,61.2,0.0,70.6,24.0,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,76,56.0,77,Pass,Successful,32,Man Utd,383956.0,Joshua Zirkzee,70.6,24.0,61.4,34.6,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,76,59.0,77,Pass,Successful,32,Man Utd,123761.0,Bruno Fernandes,60.6,40.1,64.9,97.8,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,77,2.0,78,Pass,Successful,32,Man Utd,437022.0,Alejandro Garnacho,64.8,96.9,56.9,93.3,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,77,4.0,78,Pass,Successful,32,Man Utd,353418.0,Diogo Dalot,56.8,92.4,54.7,83.9,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,77,6.0,78,Pass,Successful,32,Man Utd,123761.0,Bruno Fernandes,54.9,83.2,39.1,73.5,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,77,9.0,78,Pass,Successful,32,Man Utd,340105.0,Lisandro Martínez,41.8,78.2,53.6,94.4,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,77,15.0,78,Pass,Successful,32,Man Utd,123761.0,Bruno Fernandes,72.3,90.8,85.9,95.4,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,77,17.0,78,Pass,Successful,32,Man Utd,353418.0,Diogo Dalot,85.0,95.4,73.6,95.1,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,77,18.0,78,Pass,Successful,32,Man Utd,123761.0,Bruno Fernandes,72.1,93.0,91.9,75.6,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,77,22.0,78,Pass,Unsuccessful,32,Man Utd,437022.0,Alejandro Garnacho,95.8,72.1,86.2,55.7,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,77,23.0,78,Interception,Successful,170,Fulham,321020.0,Sander Berge,13.8,47.2,,,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,77,27.0,78,Goal,Successful,32,Man Utd,340105.0,Lisandro Martínez,78.0,66.6,,,47.4,25.3,,,True,True,True,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,78,51.0,79,Pass,Successful,170,Fulham,403649.0,Rodrigo Muniz,50.1,49.7,36.5,46.6,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,78,53.0,79,Pass,Successful,170,Fulham,231135.0,Joachim Andersen,35.1,46.4,35.7,67.4,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,78,55.0,79,Pass,Successful,170,Fulham,396976.0,Calvin Bassey,35.7,67.4,46.4,63.4,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,78,56.0,79,Pass,Successful,170,Fulham,321020.0,Sander Berge,44.7,64.7,41.0,74.3,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,78,59.0,79,Pass,Successful,170,Fulham,396976.0,Calvin Bassey,41.0,74.7,35.3,54.0,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,79,1.0,80,Pass,Successful,170,Fulham,231135.0,Joachim Andersen,35.3,54.0,35.2,74.1,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,79,5.0,80,Pass,Unsuccessful,170,Fulham,396976.0,Calvin Bassey,42.7,74.4,70.1,84.0,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,79,8.0,80,BallRecovery,Successful,32,Man Utd,349932.0,Noussair Mazraoui,26.4,24.9,,,,,,,False,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,79,9.0,80,Pass,Successful,32,Man Utd,349932.0,Noussair Mazraoui,26.4,24.9,19.7,24.1,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,79,9.0,80,Pass,Successful,32,Man Utd,437299.0,Leny Yoro,19.6,24.1,24.8,10.3,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,79,11.0,80,Pass,Successful,32,Man Utd,386634.0,Amad Diallo,25.0,9.5,15.2,13.4,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,79,13.0,80,Pass,Successful,32,Man Utd,437299.0,Leny Yoro,15.2,13.5,21.2,19.7,,,,,True,,,,,
ENG-Premier League,2425,2025-01-26 Fulham-Manchester United,1821397,SecondHalf,79,14.0,80,Pass,Successful,32,Man Utd,491384.0,Toby Collyer,21.2,19.7,13.4,14.6,,,,,True,,,,,
